44,96,100,19,97,98,334,100,100,265,76,93,217,77,100
262,100,60,326,100,62,340,100,100,20,100,100,44,100,100
267,59,90,324,62,95,52,75,100,195,100,98,172,100,96
197,56,100,337,56,100,16,56,100,43,56,100,69,56,100
145,98,91,45,100,96,329,100,86,206,100,97,87,100,99
